序号,stock_code,stock_name,资产-货币资金,资产-应收账款,资产-存货,total_assets,资产-总资产同比,负债-应付账款,负债-预收账款,total_liabilities,负债-总负债同比,asset_liability_ratio,equity,announcement_date,report_date_param
2575,600824,益民集团,828949857.92,64097576.21,230731100.02,2950083264.12,3.6121531786,76680124.05,21734968.01,421985357.72,-1.2464352935,14.3041846599,2528097906.4,2026-04-28,20260331
2576,600819,耀皮玻璃,928145011.63,914316457.77,1348453371.51,8867611422.95,10.0290357625,1187183644.89,,3739893604.46,10.6639417012,42.1747573961,5127717818.49,2026-04-28,20260331
2578,600798,宁波海运,768808000.22,394562413.53,67599695.78,6303890411.02,-0.3529987093,334251160.93,408329.88,1232650471.03,-1.9070602911,19.5538055179,5071239939.99,2026-04-28,20260331
2579,600785,新华百货,774658033.42,370204637.37,603534041.74,8496355589.52,2.2233139071,957450323.11,65098000.09,6473704295.09,3.6821612639,76.1938954518,2022651294.43,2026-04-28,20260331
2585,600731,湖南海利,1040770695.93,308809041.11,576059527.75,4522086218.83,1.1267408971,179229681.51,,1161300090.16,0.8887642556,25.6806269046,3360786128.67,2026-04-28,20260331
2597,600558,大西洋,558170296.39,352264780.26,707067704.06,3331735240.22,1.9226963496,231173612.22,,614819356.14,-5.4082027433,18.453427773,2716915884.08,2026-04-28,20260331
2599,600520,三佳科技,99130600.66,290603616.29,229874910.78,937220306.73,71.3625780712,210806685.92,,484019744.02,183.7401367239,51.6441801937,453200562.71,2026-04-28,20260331
2601,600513,联环药业,265500530.38,737053747.42,617998223.11,4156499215.47,14.7069188597,452497533.5,,2468749129.85,34.3392555111,59.3949138896,1687750085.62,2026-04-28,20260331
2604,600506,统一股份,318409865.08,288353691.37,161446607.4,2217269421.7,-2.4806385546,254601417.45,764767.47,1306089298.09,-26.9762406962,58.9053042137,911180123.61,2026-04-28,20260331
2608,600470,六国化工,1302633287.2,76025406.9,1230290685.63,8534254177.41,32.6797144918,983709478.01,,6516001755.26,51.3717076778,76.3511564081,2018252422.15,2026-04-28,20260331
2614,600371,万向德农,254455018.13,,247774440.41,702538256.87,-7.4105479409,7786360.15,,117891804.21,10.3721213204,16.7808376351,584646452.66,2026-04-28,20260331
2625,600251,冠农股份,1790758162.6,128738401.51,1286739294.91,7307875017.89,8.3681536824,109549580.91,23010472.75,3083088137.83,13.7736209464,42.1885723317,4224786880.06,2026-04-28,20260331
2634,600178,东安动力,1086270056.57,918265427.65,1047326718.38,7614375953.79,3.5756261055,1355328931.12,,4106145546.05,7.1984517728,53.9262254841,3508230407.74,2026-04-28,20260331
2642,600052,东望时代,324689961.46,93606144.4,23427244.71,2510532544.66,-14.906246305,43180105.6,130111.48,338428711.79,-12.9515485224,13.4803554931,2172103832.87,2026-04-28,20260331
2653,301616,浙江华业,399831158.89,239268962.53,276632392.99,1848357707.37,-1.3750927741,121164770.03,,385760126.22,-32.9792739894,20.870425929,1462597581.15,2026-04-28,20260331
2655,301609,山大电力,530134840.35,144092766.33,336335651.77,1811338207.01,60.8005616753,100292105.56,,515050246.3,4.375404983,28.4347917085,1296287960.71,2026-04-28,20260331
2657,301578,辰奕智能,280951955.67,209352320.82,140103427.53,1387805080.75,-6.5554259517,162369448.78,231094.41,456955515.0,-15.6401499778,32.9264909992,930849565.75,2026-04-28,20260331
2659,301557,常友科技,107087443.1,645303816.36,324656392.5,1999841989.45,8.8306863988,354115109.72,414016.28,962761342.59,16.3931508458,48.1418705912,1037080646.86,2026-04-28,20260331
2661,301535,浙江华远,87155485.04,262933303.88,134972472.01,1439822238.56,-8.0925033147,143553588.25,,275499305.9,-32.0655202902,19.1342582801,1164322932.66,2026-04-28,20260331
2662,301529,福赛科技,296788098.62,669118448.54,224339090.1,2246352540.38,9.9623525205,290626488.82,,835106132.02,7.5788006618,37.1760940016,1411246408.36,2026-04-28,20260331
2664,301525,儒竞科技,2133072664.58,370308306.53,304525203.12,3880360812.34,-1.8646873766,352386603.29,,623717135.44,-14.8256732028,16.0736891646,3256643676.9,2026-04-28,20260331
2665,301518,长华化学,404616323.51,175187236.9,219409702.73,3514447385.82,90.4363629277,611489968.11,5761205.05,1851305447.55,353.1282528835,52.6769999466,1663141938.27,2026-04-28,20260331
2666,301517,陕西华达,235884593.27,618473931.01,343503654.44,2195587083.8,1.4261036577,336343671.47,,886207818.04,12.0399488458,40.3631367928,1309379265.76,2026-04-28,20260331
2667,301516,中远通,263499061.05,228379298.81,412215680.66,1643396063.32,0.3079199121,256145402.68,,376483668.62,16.459154109,22.908882224,1266912394.7,2026-04-28,20260331
2671,301501,恒鑫生活,304463527.11,159471505.75,299507047.67,2799855758.81,-3.3419007024,135846440.92,,604628791.19,-24.2697943897,21.5949978597,2195226967.62,2026-04-28,20260331
2672,301489,思泉新材,170530080.19,299237526.09,208592172.01,1623812637.18,4.0020285567,151132855.36,,497601944.48,-1.0682852245,30.6440492632,1126210692.7,2026-04-28,20260331
2673,301468,博盈特焊,186160925.79,167875831.99,256730496.03,2556734622.31,1.9124890158,63055351.11,,249073834.79,42.018502235,9.741872802,2307660787.52,2026-04-28,20260331
2674,301459,丰茂股份,289119114.68,280769119.61,293856175.37,1925724418.73,10.0196821092,256576942.49,,649697147.12,24.3868881607,33.7378048905,1276027271.61,2026-04-28,20260331
2677,301439,泓淋电力,361619413.45,1436781846.53,792050075.08,4930691224.52,8.2612891582,551135831.11,621616.0,1825384032.58,17.1824575185,37.0208546725,3105307191.94,2026-04-28,20260331
2679,301428,世纪恒通,270879227.42,408039514.6,42134740.15,2964379621.0,22.3954082255,119286968.05,0.0,1760930947.81,50.3909654594,59.4030175938,1203448673.19,2026-04-28,20260331
2683,301382,蜂助手,116678675.52,1146271636.04,25061004.88,3711508541.67,17.3510559661,102660842.03,,1746715742.34,41.063695826,47.0621506789,1964792799.33,2026-04-28,20260331
2685,301378,通达海,552993190.86,108033611.34,84925438.61,1520592108.67,-0.8385614352,128223092.93,,307081919.05,63.1206573482,20.1948910098,1213510189.62,2026-04-28,20260331
2686,301368,丰立智能,182819545.86,186335068.98,191677185.91,1629471753.0,13.9701081803,187144619.03,,686878626.32,52.6850015045,42.1534540292,942593126.68,2026-04-28,20260331
2687,301367,瑞迈特,931004752.48,245685847.42,134633048.83,3376523549.68,-0.1772595542,136787395.95,,285183940.2,-40.096818974,8.4460817762,3091339609.48,2026-04-28,20260331
2688,301366,一博科技,296651273.07,253959262.26,323861299.44,2900819242.06,3.5677945032,249797647.63,,736095089.31,16.7288081396,25.3754207997,2164724152.75,2026-04-28,20260331
2690,301348,蓝箭电子,357920352.03,197195425.08,148845590.08,2010871193.65,3.0953244082,162218764.28,,541575087.88,25.6308573775,26.9323609384,1469296105.77,2026-04-28,20260331
2691,301338,凯格精机,804057219.08,193157923.9,636031717.37,2857678779.89,19.1492806203,478192560.15,,1139407211.29,29.7546793544,39.8717735285,1718271568.6,2026-04-28,20260331
2692,301333,诺思格,1144093145.08,137641967.47,55797980.26,2401463628.17,5.1217994598,45072566.42,,397561428.57,-4.6991169796,16.5549635608,2003902199.6,2026-04-28,20260331
2693,301332,德尔玛,1050604904.36,444310917.69,412418752.44,4564022468.86,-1.5622861878,361432592.04,,1602711615.44,-7.7340701476,35.1162078271,2961310853.42,2026-04-28,20260331
2694,301323,新莱福,157204200.46,213570554.92,230583964.3,2410822080.93,5.1062237086,80801646.34,,145088681.17,-1.8728717056,6.0182243359,2265733399.76,2026-04-28,20260331
2697,301306,西测测试,197200200.45,400536127.73,33284497.39,1700060241.06,6.0440481493,140491613.68,,832625874.91,43.4174388333,48.9762571232,867434366.15,2026-04-28,20260331
2698,301285,鸿日达,260678526.67,209459416.74,174586818.23,1996097157.45,-0.9968508597,284797054.93,,1050723486.05,5.194056521,52.638894962,945373671.4,2026-04-28,20260331
2707,301261,恒工精密,87082851.39,289449197.97,295869816.03,2472927481.1,-20.7959681124,115217161.16,,857038737.95,-46.0477117694,34.6568487956,1615888743.15,2026-04-28,20260331
2708,301252,同星科技,291125442.55,393078944.16,221071269.56,1970497450.15,12.7265628577,268666204.82,,596749612.3,22.7630698853,30.2842113424,1373747837.85,2026-04-28,20260331
2709,301251,威尔高,518367385.81,489451895.53,509467861.54,3042042760.06,20.8175530995,642062698.31,,1487297236.24,49.2119323136,48.8913981015,1554745523.82,2026-04-28,20260331
2710,301239,普瑞眼科,485123389.0,93245561.06,226078716.46,4743737210.32,0.9939385101,299236079.14,406250.0,2595525359.69,2.2070448638,54.7147796055,2148211850.63,2026-04-28,20260331
2712,301216,万凯新材,2739589739.31,1156040644.51,3689034040.65,19418462035.84,11.0257719117,1242936399.41,,12741222905.64,5.2492750292,65.6139651128,6677239130.2,2026-04-28,20260331
2713,301209,联合化学,155926883.79,100248393.97,136261996.82,999575168.03,15.0696008407,50650731.91,,222608334.38,82.1904099565,22.2702945711,776966833.65,2026-04-28,20260331
2715,301202,朗威股份,355670645.71,413979911.41,249063806.36,1956439484.03,5.7924216428,205187773.32,4130728.08,741056424.2,21.0877529187,37.8778096767,1215383059.83,2026-04-28,20260331
2716,301201,诚达药业,431099526.55,132775214.54,146847221.38,2332199039.52,-2.3959607975,131145150.02,79851.37,228126397.0,-6.9207336783,9.7816006753,2104072642.52,2026-04-28,20260331
2719,301191,菲菱科思,1063694847.79,190212899.55,589097745.62,2925235860.94,22.7921008264,426478571.3,,1222716628.49,86.9459894314,41.7989073913,1702519232.45,2026-04-28,20260331
2720,301190,善水科技,433458223.2,29867630.34,141419366.82,2190605810.05,3.5403248556,44836440.88,,209596389.26,7.0866662162,9.5679646378,1981009420.79,2026-04-28,20260331
2723,301169,零点有数,212746785.62,122009552.7,85872304.98,647550477.01,-2.0200717295,49576153.02,,176901432.39,11.1097520191,27.3185548726,470649044.62,2026-04-28,20260331
2725,301161,唯万密封,160686391.63,483699591.67,166812613.35,1276553089.46,-9.6832209282,120538012.32,0.0,311292496.93,6.485637004,24.3853937216,965260592.53,2026-04-28,20260331
2726,301159,三维天地,208077558.91,219572310.95,106641997.4,805625773.83,-1.6892766732,9391196.99,,149421784.13,-14.9786505793,18.5472944119,656203989.7,2026-04-28,20260331
2727,301157,华塑科技,269989561.77,218798370.86,102367200.51,1309616572.08,9.5242708388,68951635.23,,193582289.81,92.6236699166,14.7816005033,1116034282.27,2026-04-28,20260331
2729,301150,中一科技,582000829.16,1957964685.45,836186144.3,7552931959.31,16.7371168301,239784916.78,76000000.0,3884228139.69,31.3132778058,51.4267593117,3668703819.62,2026-04-28,20260331
2730,301136,招标股份,976792169.5,259742531.61,52784030.05,2042346275.19,-0.1583832807,143755903.93,,554834467.25,0.0135618329,27.1665228365,1487511807.94,2026-04-28,20260331
2731,301135,瑞德智能,268577436.82,521693686.92,249049961.78,2063201660.56,8.4403563441,360452268.05,,834767874.45,31.4033324365,40.4598295168,1228433786.11,2026-04-28,20260331
2735,301119,正强股份,775392715.59,130198206.79,71725632.57,1418694197.36,-9.0868739625,98954095.76,,351343888.33,-29.4185502808,24.7653010059,1067350309.03,2026-04-28,20260331
2738,301111,粤万年青,124348435.87,82898623.27,75756827.62,897920608.89,-2.4535612773,67316749.4,,147303390.44,-4.5927424231,16.4049459364,750617218.45,2026-04-28,20260331
2741,301086,鸿富瀚,529625282.46,606637127.7,251304103.92,4591153205.74,77.1415024536,322043540.55,,2608521909.18,317.5624763739,56.8162679895,1982631296.56,2026-04-28,20260331
2744,301070,开勒股份,223031555.77,36526395.81,52239729.91,935440737.53,2.7542254837,38315459.97,447340.35,151933638.23,0.5736992411,16.2419309032,783507099.3,2026-04-28,20260331
2745,301066,万事利,439405774.14,91996265.19,197733245.79,1712390879.03,61.0163567195,127396594.07,,423917521.39,16.0271028077,24.7558852702,1288473357.64,2026-04-28,20260331
2750,301033,迈普医学,107238882.98,19727233.17,45443124.18,907827952.8,11.2575273397,12849672.9,1851692.09,87864516.47,-0.1715644926,9.6785427458,819963436.33,2026-04-28,20260331
2752,301012,扬电科技,562438502.82,548955776.29,387700482.64,2068576513.41,25.065535606,123428064.21,,869324928.67,81.1004318279,42.025273082,1199251584.74,2026-04-28,20260331
2753,301011,华立科技,165969457.86,285766379.39,342842885.01,1525639391.44,17.2694795432,127007276.43,,574543594.53,6.5954573583,37.6592003165,951095796.91,2026-04-28,20260331
2756,300991,创益通,146316497.54,156011074.47,123006027.28,1252947466.82,-6.2385671532,111161694.0,1997.6,610984163.05,-10.9690996514,48.7637494173,641963303.77,2026-04-28,20260331
2757,300988,津荣天宇,160113984.25,437233881.48,510409753.98,2391252052.82,9.6905642945,347396888.02,,1090518273.1,13.9787089279,45.6044887369,1300733779.72,2026-04-28,20260331
2759,300978,东箭科技,548016319.84,431160494.94,191522562.05,2712398988.71,-0.2310570923,217517507.11,0.0,963587628.64,2.2226396619,35.525290809,1748811360.07,2026-04-28,20260331
2760,300973,立高食品,401482289.12,391729885.74,405694926.64,4654886060.01,7.5266368692,397828340.22,480044.41,1917887915.88,12.9353782625,41.2016081845,2736998144.13,2026-04-28,20260331
2761,300945,曼卡龙,694501211.06,62826398.58,766811743.69,2009355285.55,6.7315762104,20176323.87,2708526.36,270787419.33,22.0790596096,13.4763334925,1738567866.22,2026-04-28,20260331
2764,300921,南凌科技,180373566.8,132526460.86,27463820.6,951759962.39,-0.4795898656,51101354.96,,120843756.95,-14.0166553337,12.6968733426,830916205.44,2026-04-28,20260331
2768,300902,国安达,82202131.63,142048694.78,98768656.78,1055319031.99,12.9316763891,29102128.36,,239299945.66,126.3040397386,22.6756022024,816019086.33,2026-04-28,20260331
2770,300898,熊猫乳品,76235113.79,44712781.9,139842359.39,1143913519.7,3.6960734299,32046289.55,,92418232.31,-5.4527503105,8.0791275493,1051495287.39,2026-04-28,20260331
2772,300884,狄耐克,307830863.95,266053601.53,189243364.23,1761454344.65,3.9032225335,73689180.49,56100.0,480068484.7,11.4590768769,27.2540975108,1281385859.95,2026-04-28,20260331
2773,300882,万胜智能,338446829.06,377228974.41,178048425.85,1947233228.38,23.1326385609,261771749.86,,656512337.1,70.9751478725,33.7151363037,1290720891.28,2026-04-28,20260331
2774,300879,大叶股份,1619688024.0,847441646.39,1271044834.4,5837998359.95,16.5365040507,603745897.28,177322.89,4602648491.12,27.4907123857,78.839496131,1235349868.83,2026-04-28,20260331
2775,300875,捷强装备,94602589.36,182593666.15,205918416.95,1302985700.33,-4.7029223536,73252789.8,251656.92,368906523.14,9.7091169168,28.3123999785,934079177.19,2026-04-28,20260331
2776,300871,回盛生物,398320915.73,442141812.94,275556576.2,3248203538.3,6.6330869154,166416311.82,,980239676.36,-32.9118175466,30.177901871,2267963861.94,2026-04-28,20260331
2777,300869,康泰医学,1041280114.13,36477045.47,236620428.47,2794362630.86,0.2496036031,21922373.46,,1070257687.12,17.1710149253,38.3006011926,1724104943.74,2026-04-28,20260331
2779,300862,蓝盾光电,156643022.2,409851106.12,243818787.82,2362767365.55,-7.0950794358,132393428.75,,380066631.19,-26.1511330049,16.0856560291,1982700734.36,2026-04-28,20260331
2780,300859,西域旅游,236769121.47,3752325.8,3788699.46,1050477140.06,-0.4242961431,30276847.15,1176658.26,278614022.54,-9.9136076427,26.5226164297,771863117.52,2026-04-28,20260331
2783,300833,浩洋股份,764018116.9,290504310.64,280985042.24,2744518561.39,0.3021660753,112708772.27,,235128827.52,2.8921313354,8.5672157889,2509389733.87,2026-04-28,20260331
2785,300829,金丹科技,154690322.22,110753261.99,286060271.96,3702290921.34,6.5192097409,181269942.19,0.0,1298073428.33,-21.4995946271,35.0613567629,2404217493.01,2026-04-28,20260331
2788,300812,易天股份,78884796.37,241681555.12,500487958.32,1343827231.81,-7.3466601003,197067172.18,,548895305.93,-17.0525310021,40.8456751684,794931925.88,2026-04-28,20260331
2792,300805,电声股份,711490106.84,711329771.56,68994000.39,2232041382.27,5.6620340895,137241924.16,,669050125.96,17.9892906656,29.9748083201,1562991256.31,2026-04-28,20260331
2793,300790,宇瞳光学,599849420.98,988284171.41,835595853.98,6131489027.94,13.5182601774,766683066.52,,3415931547.85,16.3257093312,55.7112886003,2715557480.09,2026-04-28,20260331
2794,300788,中信出版,1746281105.27,82556699.49,483502973.29,3265181885.22,-2.1702437803,491144600.62,,1020346760.84,-7.5495162588,31.2493085135,2244835124.38,2026-04-28,20260331
2801,300746,汉嘉数智,185150139.28,1178827348.97,92304658.38,3153258616.72,-9.3207797028,667343149.46,,2024884114.37,-17.0255966534,64.215605521,1128374502.35,2026-04-28,20260331
2803,300727,润禾材料,344720524.76,369892370.36,135691805.09,1860150877.08,9.1098104445,85414226.74,349206.33,479520414.83,-8.297766491,25.7785763907,1380630462.25,2026-04-28,20260331
2806,300713,英可瑞,53026917.89,172168253.85,128534957.23,972029934.56,-3.6666053329,130168097.86,,529770401.4,17.1061217688,54.5014492419,442259533.16,2026-04-28,20260331
2807,300712,永福股份,398324136.36,874355164.81,155455915.94,3656354705.26,-14.9908528997,604089224.59,,2384127484.76,-20.365994725,65.2050382675,1272227220.5,2026-04-28,20260331
2808,300706,阿石创,346314810.61,262822990.92,492819251.39,2036002267.43,5.3787057587,133383561.21,1834.87,1316152437.73,11.7623415334,64.6439573661,719849829.7,2026-04-28,20260331
2810,300680,隆盛科技,359077124.27,765246267.15,458589814.55,4276872848.8,4.8699100512,363459083.41,,2049431543.35,-0.0197047182,47.9189261828,2227441305.45,2026-04-28,20260331
2813,300664,鹏鹞环保,303638673.78,1680267804.17,187986532.54,7956383405.31,0.7514698162,1128478098.69,0.0,3454569096.21,0.6678931333,43.4188364264,4501814309.1,2026-04-28,20260331
2814,300662,科锐国际,458775227.09,3080191071.99,,4605680704.12,13.5146869439,159617791.84,,2137635709.12,11.064416642,46.4130244028,2468044995.0,2026-04-28,20260331
2818,300650,太龙股份,315500988.53,740838297.45,401071713.53,2400083445.69,8.4871032063,181851571.35,425653.74,941869628.57,0.2126548304,39.2432034087,1458213817.12,2026-04-28,20260331
2819,300644,南京聚隆,121838055.06,699684055.53,546340433.82,2668025787.07,12.2180431049,388152366.45,,1528016252.01,10.017254959,57.2714199171,1140009535.06,2026-04-28,20260331
2820,300643,万通智控,290818427.32,239419538.9,232147966.35,1602341690.42,7.1508930823,133151427.05,,288745054.67,-4.7821211892,18.020192347,1313596635.75,2026-04-28,20260331
2822,300629,新劲刚,258793031.64,588175104.55,175567912.89,2164394796.72,5.3738946122,80591025.66,0.0,329865185.31,5.5178463868,15.2405275512,1834529611.41,2026-04-28,20260331
2824,300622,博士眼镜,585093901.7,94012174.98,274867924.37,1802393313.68,41.5800305787,107863286.58,,839632078.16,78.3298764277,46.5842872245,962761235.52,2026-04-28,20260331
2825,300612,宣亚国际,202437174.94,62197349.74,135296830.37,592158772.98,-13.1636119739,54925098.59,,174076797.42,-15.3854263338,29.3969802295,418081975.56,2026-04-28,20260331
2826,300611,美力科技,557024180.71,1036123081.84,775144712.28,5107121117.06,120.791725321,844489711.56,6756825.34,3732741815.54,239.822872757,73.0889620587,1374379301.52,2026-04-28,20260331
2827,300608,思特奇,298371731.27,468903030.16,339780186.65,2112286765.72,-12.1681167199,11475204.0,,835711820.22,-11.4764278602,39.5643164452,1276574945.5,2026-04-28,20260331
2829,300596,利安隆,1842264195.24,1279210189.27,1406311313.28,10690798762.17,13.6154073583,575970041.56,457610.67,5582899196.97,22.6411801062,52.2215348092,5107899565.2,2026-04-28,20260331
2830,300587,天铁科技,188841369.77,1389488062.54,692558072.63,6301424454.8,8.6701525772,769964632.18,,3986193151.05,21.2836567876,63.2586041401,2315231303.75,2026-04-28,20260331
2832,300583,赛托生物,237227639.06,342731641.78,395523441.42,2931647658.49,-0.1624373385,172041984.42,,1130381731.6,4.2589937254,38.5578986044,1801265926.89,2026-04-28,20260331
2833,300577,开润股份,1432341230.76,1016152926.0,863822393.01,5855686783.79,9.0655543377,514870272.55,0.0,3577699684.81,32.4672409664,61.0978663462,2277987098.98,2026-04-28,20260331
2839,300551,古鳌科技,154007781.12,34746072.35,77680927.98,479009106.89,-29.03814353,23197878.49,,169029099.58,43.6763113526,35.2872413382,309980007.31,2026-04-28,20260331
2840,300538,同益股份,374011999.87,517623744.16,335574165.34,2362016000.63,7.5372477387,264365587.71,,1438042043.94,17.7163638631,60.8819772413,923973956.69,2026-04-28,20260331
2842,300531,优博讯,743650680.63,295417153.11,539755310.33,2364961668.01,8.4955314577,155657475.38,,1038975948.84,26.5088832152,43.9320418125,1325985719.17,2026-04-28,20260331
2844,300520,科大国创,260591928.4,554302695.71,478709746.2,3606811170.08,-18.8453742514,444857991.87,,1843331670.39,-26.3476699111,51.1069635605,1763479499.69,2026-04-28,20260331
2847,300510,金冠股份,206249781.99,460194811.87,214200791.87,2694426419.48,-15.5811487106,204894035.33,336100.91,775550292.25,-14.1547180501,28.7835023678,1918876127.23,2026-04-28,20260331
2851,300488,恒锋工具,87276774.27,187125544.12,175016692.08,2421179333.9,8.6923460607,45796195.65,,233245956.68,-59.3955016611,9.6335679648,2187933377.22,2026-04-28,20260331
2855,300441,鲍斯股份,137206274.93,374504044.43,877914983.41,3879624724.48,8.9658472467,272655120.21,,1231951327.88,37.0706341633,31.7543941842,2647673396.6,2026-04-28,20260331
2856,300427,红相股份,333296623.8,361983626.15,349397529.88,1606777998.91,-4.3097316711,152220788.39,6019074.0,401793620.9,-9.9034800208,25.0061689401,1204984378.01,2026-04-28,20260331
2857,300424,航新科技,269029001.1,629924923.47,589283565.41,2537288895.32,1.1761441193,404892836.67,,1755290416.51,2.3584366053,69.1797619005,781998478.81,2026-04-28,20260331
2858,300423,昇辉科技,116733665.11,680350935.17,441960273.66,2378557427.59,-13.7475438016,586426301.79,,1239637112.86,-13.6955469653,52.117182393,1138920314.73,2026-04-28,20260331
2859,300420,五洋自控,100312710.9,523191626.26,215557916.78,3004781930.98,-6.2320587699,179431685.99,9124045.06,626136508.39,-21.3404786173,20.8380016511,2378645422.59,2026-04-28,20260331
2861,300411,金盾股份,152276933.36,396453134.57,314356027.92,1416444119.69,-1.2150299086,186555900.28,,430602067.78,-3.1188520309,30.4002157088,985842051.91,2026-04-28,20260331
2863,300389,艾比森,812463288.29,585017425.47,762470556.42,4351160738.26,20.7312981968,646257736.56,,2656502697.47,30.3219609819,61.0527364368,1694658040.79,2026-04-28,20260331
2864,300384,三联虹普,581665643.92,8778446.91,210669692.32,3426547084.92,-3.5999316289,101814072.93,1473206.7,541653145.08,-32.1565010177,15.8075500396,2884893939.84,2026-04-28,20260331
2865,300365,恒华科技,480860133.93,777245190.7,321039055.29,1965972854.46,-17.4768751676,84593933.6,,367068996.72,-28.130797153,18.6711121615,1598903857.74,2026-04-28,20260331
2868,300345,华民股份,328955159.72,72616771.82,173539869.47,3340955473.07,-3.9874738423,359241098.6,,3030730010.82,2.0212616058,90.7144688174,310225462.25,2026-04-28,20260331
2871,300320,海达股份,214846358.94,1333564914.74,545176521.3,3715647693.66,0.0402168531,643758553.4,,1080739027.61,-16.6158969063,29.0861544665,2634908666.05,2026-04-28,20260331
2872,300318,博晖创新,142524282.54,104233534.01,1173873764.95,4357451010.94,-0.5507732706,211637913.62,4279306.31,2189103294.44,7.7195755583,50.2381619195,2168347716.5,2026-04-28,20260331
2873,300317,珈伟新能,216749787.76,347783460.46,52331522.87,2853509853.59,3.5234141271,108632492.65,,1482604043.95,25.9322176882,51.9572077904,1370905809.64,2026-04-28,20260331
2877,300302,同有科技,83973542.3,304521942.39,254175394.42,1865019013.35,12.9993070565,40158395.55,,763670297.07,24.7573817278,40.9470515637,1101348716.28,2026-04-28,20260331
2880,300293,蓝英装备,135330678.98,165149361.29,320131786.68,1797436908.31,-8.3677046408,190641069.74,15360.96,1053684819.25,-2.1230803235,58.6215190296,743752089.06,2026-04-28,20260331
2882,300288,朗玛信息,270152250.57,47399271.47,10229523.94,1303495033.79,-2.7126901398,120606788.04,73566.57,222083016.62,-6.684466643,17.0375038541,1081412017.17,2026-04-28,20260331
2894,300252,金信诺,487402092.05,1290209494.23,494970902.65,5329537649.99,15.0992802557,1135807680.78,0.0,3176567849.59,26.0752097108,59.6030661233,2152969800.4,2026-04-28,20260331
2895,300247,融捷健康,342376942.84,51574860.04,206272246.91,1508826369.1,13.3935520662,49148966.06,,231097412.97,57.9975683849,15.3163689145,1277728956.13,2026-04-28,20260331
2898,300235,方直科技,163032623.55,36015421.85,8426288.95,727285703.52,-0.7520339411,10243696.89,,16616807.62,-25.6193538113,2.2847702821,710668895.9,2026-04-28,20260331
2899,300230,永利股份,681916152.2,507514106.5,526877497.27,4214709781.07,0.0755934061,236376231.68,,835482000.13,-11.5713800942,19.8230019035,3379227780.94,2026-04-28,20260331
2902,300218,安利股份,444396056.87,352868260.83,353495404.42,2312206407.22,2.9055994088,256915644.66,,602847546.65,-5.0464827415,26.0723932244,1709358860.57,2026-04-28,20260331
2903,300217,东方电热,729592412.11,960907237.82,1319900407.18,6380163075.64,-4.7492141468,620502052.58,100690.0,2089929843.24,-15.7894399793,32.7566837785,4290233232.4,2026-04-28,20260331
2906,300195,长荣股份,452831989.89,377788683.17,987767052.47,6387032492.72,2.4083803185,306496678.37,4053063.05,3538339497.81,4.522731134,55.3988022112,2848692994.91,2026-04-28,20260331
2912,300154,瑞凌股份,855049477.49,186442686.05,299481576.2,2857949180.77,9.4335226235,184303334.44,,1017345699.31,35.8285927631,35.597053515,1840603481.46,2026-04-28,20260331
2924,300067,安诺其,64523527.07,450707070.78,297664677.81,3641716293.47,1.9531777078,103579142.09,0.0,1124743391.39,12.1472145916,30.8849811669,2516972902.08,2026-04-28,20260331
2926,300053,航宇微,184300517.76,453619116.21,244796399.38,2215046727.51,-11.5086546375,278073089.66,,800682989.44,10.0705544843,36.147453663,1414363738.07,2026-04-28,20260331
2927,300050,世纪鼎利,149052044.03,155173745.66,2724112.12,592258064.73,-1.3146698492,75040513.93,,176846693.75,-12.1555089535,29.859735862,415411370.98,2026-04-28,20260331
2931,300039,上海凯宝,786247356.0,277852824.04,189018654.67,5090314675.27,8.7512294086,127528984.87,52380.95,414434240.5,-12.0614938858,8.1416231989,4675880434.77,2026-04-28,20260331
2934,300021,大禹节水,1435586758.7,2881570852.94,375403274.07,10645805332.12,18.0455223391,3533693024.77,,7581691995.97,13.6354171157,71.2176463822,3064113336.15,2026-04-28,20260331
2936,300004,南风股份,127247429.84,503309298.19,126815194.29,2130558851.01,1.7049382072,141147713.78,,358438155.81,7.8751341415,16.8236683835,1772120695.2,2026-04-28,20260331
2939,003033,征和工业,281257983.82,336703764.18,349989223.07,2541445716.97,9.4296792837,269827055.43,,1090281171.17,7.7178151149,42.9000377183,1451164545.8,2026-04-28,20260331
2942,003028,振邦智能,388737366.97,320722304.92,327233288.59,2650437560.72,1.9976261066,327537373.39,,900121480.91,10.5616841986,33.9612407495,1750316079.81,2026-04-28,20260331
2944,003020,立方制药,285062123.74,434758849.23,227631684.81,2650325539.41,2.090362838,366403527.5,,663268789.3,2.9353524346,25.0259366043,1987056750.11,2026-04-28,20260331
2946,003016,欣贺股份,576909913.55,94431094.06,458528023.57,3523528531.13,5.0658571444,82111663.66,2018.35,828777380.7,19.7530723101,23.5212337115,2694751150.43,2026-04-28,20260331
2947,003015,日久光电,180006130.78,94389266.7,159461369.29,1316168294.29,15.7498334265,42051889.71,,158029452.95,14.8755441741,12.0067816278,1158138841.34,2026-04-28,20260331
2949,002996,顺博合金,2388360660.92,3105833446.61,1517180128.25,14535534479.46,13.6604603682,516656140.2,697280.85,11077648512.88,16.9588320825,76.210809644,3457885966.58,2026-04-28,20260331
2951,002986,宇新股份,644201849.75,360846635.86,769008973.37,9722725950.51,12.1875032,1185284834.52,,5815239757.4,30.4589867909,59.8107957275,3907486193.11,2026-04-28,20260331
