序号,stock_code,stock_name,net_cash_flow,净现金流-同比增长,operating_cash_flow,经营性现金流-净现金流占比,investing_cash_flow,投资性现金流-净现金流占比,financing_cash_flow,融资性现金流-净现金流占比,announcement_date,report_date_param
4245,300818,耐普矿机,275982468.28,1773.6499666191,4370156.66,1.5834906787,-144282633.84,-52.2796374492,418504089.26,151.6415487796,2026-04-24,20260331
4247,300791,仙乐健康,21138572.42,149.0523888432,-14996919.01,-70.9457512647,-122949334.3,-581.6349934004,168628176.99,797.7273660659,2026-04-24,20260331
4248,300787,海能实业,-245125320.56,42.4479264176,-82074993.56,-33.482870465,-253352379.54,-103.3562664849,97035479.93,39.5860695698,2026-04-24,20260331
4249,300785,值得买,49047135.45,-75.9199294167,-28166146.15,-57.4266894317,36197427.67,73.8013083494,42295666.08,86.2347325526,2026-04-24,20260331
4250,300784,利安科技,45010428.96,-26.6300038144,30886889.97,68.6216298837,22904361.63,50.8867881494,-4768104.28,-10.5933322347,2026-04-24,20260331
4252,300758,七彩化学,74525878.79,158.9552329511,12837647.84,17.225758419,-9002201.23,-12.0792956436,74268064.58,99.6540608253,2026-04-24,20260331
4253,300756,金马游乐,33982510.94,1010.5618123979,31459739.97,92.5762667319,-23043450.3,-67.8097340738,25765918.86,75.8211154717,2026-04-24,20260331
4254,300740,水羊股份,57212910.42,234.0385497642,93712439.59,163.7959665084,-7529382.48,-13.16028572,-22178286.67,-38.7644790436,2026-04-24,20260331
4258,300722,新余国科,-61214200.7,-11.7133955387,-50687654.83,-82.8037518262,-10390931.87,-16.9747080762,-135614.0,-0.2215400976,2026-04-24,20260331
4259,300708,聚灿光电,-124180851.5,20.82662239,-256405613.67,-206.4775773179,-20763137.03,-16.720079448,153652338.27,123.7327143549,2026-04-24,20260331
4260,300707,威唐工业,1958816.49,109.4325421368,17799467.12,908.6847701594,-8204981.3,-418.8744245256,-2703857.66,-138.0352714919,2026-04-24,20260331
4263,300695,兆丰股份,58234955.61,121.8709314581,-28734049.87,-49.3415845672,86756430.41,148.9765545474,,,2026-04-24,20260331
4265,300689,澄天伟业,43628801.99,255.5851317107,-18334738.89,-42.0243922678,63480557.19,145.5014905166,34289.92,0.0785946862,2026-04-24,20260331
4266,300688,创业黑马,-7952835.81,90.65276093,-14526014.94,-182.6520160486,7629698.43,95.9368282243,-994130.82,-12.5003312498,2026-04-24,20260331
4267,300683,海特生物,-385948577.02,-49.3732316304,-2511973.18,-0.6508569612,-378248206.54,-98.0048195696,-5173570.46,-1.3404818072,2026-04-24,20260331
4274,300654,世纪天鸿,10005352.16,-92.9202780757,-37089351.56,-370.6951136441,47162963.72,471.377348501,-68260.0,-0.682234857,2026-04-24,20260331
4276,300632,光莆股份,79672780.53,127.1149344668,-18809226.59,-23.6080960962,-43390083.25,-54.46036019,142864785.67,179.314421713,2026-04-24,20260331
4279,300619,金银河,367841493.0,326.8337214757,17886707.17,4.8626127042,-22181555.5,-6.0301939618,372339918.98,101.2229251092,2026-04-24,20260331
4282,300589,江龙船艇,-18019626.12,81.3957246732,-66357904.85,-368.2535054173,-1307445.25,-7.2556735711,49950397.62,277.1999667882,2026-04-24,20260331
4284,300575,中旗股份,-33400982.41,60.8296774997,178080319.41,533.1589269562,-33456120.99,-100.1650807133,-168310780.64,-503.9096712006,2026-04-24,20260331
4286,300565,科信技术,-63936413.87,-139.7887105212,-28128166.88,-43.9939702236,-43900397.63,-68.6625898651,7983369.68,12.4864207996,2026-04-24,20260331
4287,300563,神宇股份,-519582605.11,-7212.1355426817,6702702.41,1.2900167065,-541096779.53,-104.1406648738,15697524.85,3.021179827,2026-04-24,20260331
4288,300562,乐心医疗,-507320048.24,-48.6259729788,34563453.8,6.8129485361,-547427105.36,-107.9056716286,6995991.04,1.3790093777,2026-04-24,20260331
4290,300543,朗科智能,-49297616.73,-271.6013497056,-7003668.1,-14.2069101197,-14412410.2,-29.2355110774,-20000000.0,-40.5699125569,2026-04-24,20260331
4291,300541,先进数通,-387417806.9,-17.5620110626,35525400.56,9.1697903213,-11826966.7,-3.0527679651,-410986517.67,-106.0835383274,2026-04-24,20260331
4293,300516,久之洋,24278755.27,122.2897122486,28071510.96,115.6217056757,-3793076.05,-15.6230251832,,,2026-04-24,20260331
4296,300499,高澜股份,-111577344.25,-153.3307531867,-112480645.3,-100.8095738934,-5500619.47,-4.9298712987,6403920.52,5.7394451921,2026-04-24,20260331
4297,300494,盛天网络,-339088348.19,-30.2931398716,-67231158.84,-19.8270330428,-288060249.33,-84.9513853447,17868746.56,5.2696433409,2026-04-24,20260331
4298,300491,通合科技,42020474.25,137.4475774243,66215217.48,157.5784630275,-13945855.74,-33.1882397543,-10248887.49,-24.3902232731,2026-04-24,20260331
4299,300489,光智科技,148096759.6,32.5267321382,35249988.9,23.8019987711,-115194436.72,-77.7832256635,227071499.46,153.3264468941,2026-04-24,20260331
4300,300483,首华燃气,-81501413.11,-170.5158467059,227645093.17,279.3142897569,-319556591.05,-392.0871784379,10410084.77,12.772888681,2026-04-24,20260331
4301,300481,濮阳惠成,134821224.44,172.6534890238,51322476.12,38.0670597921,193133079.42,143.2512426899,-107629855.55,-79.831536909,2026-04-24,20260331
4302,300480,光力科技,-42345796.17,18.8672376849,-23743044.6,-56.0694254152,-9481816.32,-22.3913993303,-7988025.47,-18.8637980449,2026-04-24,20260331
4303,300479,神思电子,-287561936.75,-28.2276189529,-290790726.99,-101.1228155842,-4226878.12,-1.4699018124,7455668.36,2.5927173966,2026-04-24,20260331
4306,300465,高伟达,-185091511.14,10.6026297384,-162535637.87,-87.8136640999,-581390.29,-0.3141096458,-21859244.9,-11.8099661975,2026-04-24,20260331
4308,300445,康斯特,-27503794.08,22.9627758783,42811004.73,155.6549056667,-71624366.23,-260.4163120974,,,2026-04-24,20260331
4309,300444,双杰电气,32683266.77,168.1742119116,-181479315.08,-555.2667557901,-40051243.69,-122.5435754995,254261881.89,777.9573678461,2026-04-24,20260331
4311,300434,金石亚药,10210825.12,107.3381587089,-26450938.29,-259.0480003246,38624242.62,378.2675950874,-902211.98,-8.8358381365,2026-04-24,20260331
4312,300426,华智数媒,-13800135.11,-111.7172068163,-19062987.75,-138.1362399574,-18986913.36,-137.5849816589,24260626.0,175.7999164981,2026-04-24,20260331
4313,300425,中建环能,37722109.33,158.1386424538,85713217.63,227.2227591521,-29377184.92,-77.8778955943,-18581323.26,-49.2584417734,2026-04-24,20260331
4316,300399,天利科技,-104750961.95,-262.4617060745,-338084697.67,-322.750924074,218934034.61,209.0043189432,14399701.11,13.7466051308,2026-04-24,20260331
4325,300335,迪森股份,-174892851.16,-38.0500919575,10662493.41,6.0965861894,-146040977.36,-83.5031142733,-39151236.9,-22.3858417542,2026-04-24,20260331
4328,300332,天壕能源,76712426.56,60.8888234079,242369534.98,315.9455981886,-109484463.27,-142.720636251,-55829778.52,-72.7780113647,2026-04-24,20260331
4329,300331,苏大维格,51140974.43,-45.4499920702,29965509.08,58.5939345388,-229385146.76,-448.5349552226,252028526.07,492.8113491755,2026-04-24,20260331
4331,300283,温州宏丰,-57334942.18,-1178.2078526456,-29638239.74,-51.6931536217,-44035404.18,-76.8037823109,17490458.48,30.5057575973,2026-04-24,20260331
4332,300267,尔康制药,-2241611.22,-129.6465607253,-9918141.85,-442.4559335494,-34458913.93,-1537.2386443533,42681443.31,1904.0520019346,2026-04-24,20260331
4333,300248,新开普,-183132848.77,-152.2504443985,-91626119.31,-50.0325965142,-59945507.11,-32.7333449529,-31561222.35,-17.2340585329,2026-04-24,20260331
4335,300239,东宝生物,-24254532.03,51.7695431961,20933273.41,86.306647286,-44963768.95,-185.3829580978,-219716.25,-0.9058770943,2026-04-24,20260331
4338,300228,富瑞特装,-34827090.11,75.10450109,-11505010.41,-33.0346588637,-14466786.65,-41.5388899971,-5248242.48,-15.0694257356,2026-04-24,20260331
4339,300215,电科院,66272947.63,-38.243523705,41851707.05,63.1505139679,9531837.88,14.3826979497,15964327.64,24.0887544781,2026-04-24,20260331
4342,300206,理邦仪器,-321768065.87,-4.2386032347,8356508.98,2.5970597665,-323654302.08,-100.5862098853,-3385422.17,-1.0521311867,2026-04-24,20260331
4343,300196,长海股份,60128991.06,147.5705827357,-66632030.92,-110.8151488082,-33591157.45,-55.8651606452,171485337.28,285.1957670617,2026-04-24,20260331
4347,300164,通源石油,26201060.79,212.8306764156,26777109.72,102.1985710221,-6736305.19,-25.7100475587,10107825.36,38.5779241574,2026-04-24,20260331
4348,300150,世纪瑞尔,5767400.62,107.1380753226,10920424.05,189.3474160982,15228902.76,264.0514117779,-20384280.52,-353.4396492124,2026-04-24,20260331
4350,300110,华仁药业,51617043.33,211.4085223935,14268219.89,27.6424587104,-4873854.02,-9.4423347514,42223999.94,81.8024381405,2026-04-24,20260331
4352,300107,建新股份,-25142100.78,60.7516522143,-11651641.97,-46.3431519584,-12154446.92,-48.3430045339,-747488.15,-2.9730536702,2026-04-24,20260331
4353,300105,龙源技术,-262624814.11,-117.164484735,-62101764.11,-23.6465713723,-200523050.0,-76.3534286277,,,2026-04-24,20260331
4359,300057,万顺新材,405164492.78,110.2439263621,-291907769.1,-72.0467302298,254538381.6,62.8234670451,447322211.36,110.4050871513,2026-04-24,20260331
4360,300055,万邦达,129879024.32,79.4165889109,-37399221.88,-28.7954287275,42758820.99,32.922037422,124768460.21,96.0651351234,2026-04-24,20260331
4362,300043,星辉娱乐,76579963.57,-23.8555674997,39615259.87,51.7305807201,-1635336.59,-2.1354627422,43428390.15,56.7098600279,2026-04-24,20260331
4363,300025,华星创业,-52810469.52,-210.9640652591,-23155562.01,-43.8465369092,-412796.58,-0.7816567127,-28774486.36,-54.4863293615,2026-04-24,20260331
4367,300011,鼎汉技术,-11856185.55,-207.1560612558,-38466877.41,-324.4456427219,-1724780.91,-14.5475195435,28988509.85,244.5011486009,2026-04-24,20260331
4369,003036,泰坦股份,-181186761.98,-71.3725577287,-167458330.69,-92.4230494877,-7601789.63,-4.1955546569,-557153.47,-0.3075023053,2026-04-24,20260331
4370,003029,吉大正元,-7922146.47,90.0589293202,11980485.2,151.2277669363,-18944888.03,-239.1383206779,-957743.64,-12.0894462584,2026-04-24,20260331
4371,002997,瑞鹄模具,-207580689.73,-47.3917531578,-20178463.11,-9.7207804523,-129378708.6,-62.326948026,-54044278.57,-26.0353112037,2026-04-24,20260331
4372,002975,博杰股份,12111709.22,-85.6736641783,38363602.15,316.7480448313,-11542732.05,-95.3022553657,-10507915.83,-86.7583231989,2026-04-24,20260331
4373,002971,和远气体,-30385858.63,72.4578776114,4757168.28,15.6558626101,-141210257.61,-464.7236049159,106067230.7,349.0677423059,2026-04-24,20260331
4374,002957,科瑞技术,-119945030.73,19.0910262168,156809390.71,130.734378703,-117774932.11,-98.1907557097,-158707052.97,-132.3164886482,2026-04-24,20260331
4375,002953,日丰股份,-39014950.93,76.3896213168,-102906015.14,-263.760462815,-20898532.68,-53.5654465323,87097790.73,223.2420870816,2026-04-24,20260331
4376,002937,兴瑞科技,-25755353.92,-190.4591527204,26450876.57,102.7004973496,-19228061.5,-74.656560961,-26651386.11,-103.4790133064,2026-04-24,20260331
4379,002835,同为股份,-191330604.1,-54.5509096783,-157242554.37,-82.1836919972,-34423104.66,-17.9914263178,2599362.23,1.3585710672,2026-04-24,20260331
4380,002799,环球印务,-34874338.81,-3520.8471065701,-18182542.9,-52.1373121912,-32473678.22,-93.1162548971,15781882.31,45.2535670883,2026-04-24,20260331
4382,002734,利民股份,3214485.74,103.8653840109,70024765.25,2178.4126891165,-69966584.1,-2176.6027215289,7502713.75,233.4032363758,2026-04-24,20260331
4383,002733,雄韬股份,-9286061.91,-107.8944421233,-14734386.84,-158.6720720022,-10971570.65,-118.1509530772,30253439.12,325.794070869,2026-04-24,20260331
4386,002686,亿利达,66508678.71,-27.2829445505,-14410945.6,-21.6677670937,90464111.86,136.01850708,-8142294.88,-12.2424547261,2026-04-24,20260331
4390,002637,赞宇科技,-46179494.29,-197.9424761394,-36754050.97,-79.5895484242,-19115529.11,-41.3939767074,14475831.46,31.346881733,2026-04-24,20260331
4391,002580,圣阳股份,-80694520.2,-204.9663431821,-137374858.05,-170.2406281238,-110229659.28,-136.6011706951,169279731.54,209.7784720951,2026-04-24,20260331
4393,002523,天桥起重,-213943177.44,-52.3329851448,12876896.48,6.0188395041,-185761364.23,-86.8274307472,-40116431.24,-18.7509747775,2026-04-24,20260331
4396,002481,双塔食品,49381686.85,189.6741822734,91165922.76,184.6148412,-78320073.99,-158.6014552883,36535838.08,73.9866140883,2026-04-24,20260331
4397,002478,常宝股份,-312939484.6,-559.2047161439,68034177.14,21.7403621109,-336534072.44,-107.5396646959,-13788912.17,-4.4062551543,2026-04-24,20260331
4399,002457,青龙管业,-228289709.71,-342.5800506081,-304907168.07,-133.5615032571,-96821943.29,-42.4118736727,173449603.86,75.9778459048,2026-04-24,20260331
4400,002449,国星光电,-141940916.56,29.628563231,-207167830.64,-145.9535669212,-25587864.16,-18.0271233835,93704474.95,66.0165350633,2026-04-24,20260331
4401,002448,中原内配,48087339.69,281.5442236022,-90900198.01,-189.0314552562,56609805.92,117.7228898187,86900865.76,180.7146461422,2026-04-24,20260331
4405,002394,联发股份,-251722960.4,-201.9670578763,439370067.91,174.5450900513,-465771383.96,-185.0333331611,-219726937.69,-87.2891917928,2026-04-24,20260331
4406,002393,力生制药,-46981468.38,-182.702534998,988720.31,2.104490013,29539618.39,62.8750428809,-77509807.08,-164.9795328939,2026-04-24,20260331
4407,002376,新北洋,22944090.46,160.2467976493,-20104477.06,-87.6237700294,-6869207.11,-29.938894819,68213865.27,297.3047259769,2026-04-24,20260331
4410,002322,理工能科,-31555507.53,65.2702525866,-31863583.17,-100.9762975281,337298.64,1.0689057677,-29223.0,-0.0926082395,2026-04-24,20260331
4413,002229,鸿博股份,-143759459.85,-36.4051458305,-78693729.17,-54.7398614687,-24998949.3,-17.3894290686,-40065654.64,-27.8699256952,2026-04-24,20260331
4414,002213,大为股份,4745116.49,106.4513539059,-255211354.02,-5378.4001838067,-8161112.38,-171.9897161049,268376337.16,5655.8429645633,2026-04-24,20260331
4416,002186,全聚德,12836805.85,79.4506902913,38899555.01,303.0314196892,-16601791.99,-129.329618162,-9460957.17,-73.7018015272,2026-04-24,20260331
4417,002177,御银股份,-3032750.84,46.9059713969,10049909.93,331.3793470089,-13082660.77,-431.3793470089,,,2026-04-24,20260331
4418,002160,常铝股份,72921267.59,239.4137865286,-343053238.3,-470.4433283152,-23476978.48,-32.1949676081,442716582.13,607.1158617527,2026-04-24,20260331
4422,002116,中国海诚,-281101296.75,-34.5142231062,-268890029.89,-95.6559194137,-2381366.82,-0.8471561133,-5904702.87,-2.1005605233,2026-04-24,20260331
4424,002040,南京港,-73136065.36,-197.5997447642,34819087.37,47.6086417811,-78650505.26,-107.5399734356,-29304647.47,-40.0686683454,2026-04-24,20260331
4425,002033,丽江股份,4686169.88,-55.1802750931,64223327.82,1370.486547961,-59188833.94,-1263.0535267748,-348324.0,-7.4330211862,2026-04-24,20260331
4430,001395,亚联机械,-8247231.41,92.2952411016,77056706.47,934.3342345962,-82091749.76,-995.3855503613,-61188.42,-0.7419267989,2026-04-24,20260331
4431,001388,信通电子,-129644998.34,-790.9976819064,-87578831.62,-67.5528039966,-42005525.4,-32.4004211021,-59405.94,-0.0458220068,2026-04-24,20260331
4432,001379,腾达科技,239813682.95,476.433952917,64540734.75,26.9128658365,184280659.4,76.8432631254,-7473035.05,-3.1161837632,2026-04-24,20260331
4435,001319,铭科精技,-113990694.57,-20.4438357254,-15303249.38,-13.4249988016,-93964981.37,-82.4321509089,-1032982.0,-0.9061985313,2026-04-24,20260331
4436,001317,三羊马,-215018622.96,4.1842843669,-55649789.89,-25.8813814003,-153639678.01,-71.4541261101,-5729155.06,-2.6644924896,2026-04-24,20260331
4440,001217,华尔泰,-134107426.86,-197.6538394542,-117697455.33,-87.7635624557,-92856855.15,-69.2406508157,76446883.62,57.0042132714,2026-04-24,20260331
4441,001206,依依股份,20186537.86,-74.9191346502,40499436.27,200.6259644466,43718942.52,216.5747431442,-59390816.03,-294.2100148222,2026-04-24,20260331
4449,000915,华特达因,56270906.14,160.6371553406,19057989.24,33.8682821147,37212916.9,66.1317178853,,,2026-04-24,20260331
4450,000906,浙商中拓,-2305222303.29,-213.7076605832,-9329291003.31,-404.7024440981,-770276721.09,-33.4144225479,7806972979.18,338.6646471378,2026-04-24,20260331
4452,000852,石化机械,-486648639.96,-57.1953011623,-557081578.81,-114.4730577806,-18267432.06,-3.7537209724,91402294.86,18.7819891714,2026-04-24,20260331
4454,000815,美利云,-15518757.99,89.284068224,22056105.65,142.1254565875,-5568817.82,-35.8844298209,-32006045.82,-206.2410267666,2026-04-24,20260331
4455,000812,陕西金叶,-101041845.19,-421.7888125074,-88158599.97,-87.2495942688,-36557470.46,-36.1805253964,23674225.24,23.4301196653,2026-04-24,20260331
4457,000798,中水渔业,-211436588.61,-345.8483499117,-335640832.09,-158.743022812,-14933408.82,-7.06283095,146282487.9,69.1850397614,2026-04-24,20260331
4460,000751,锌业股份,454953097.06,292.3852667585,145114847.59,31.8966611125,-92224728.23,-20.2712606697,402223584.9,88.409901482,2026-04-24,20260331
4462,000721,西安饮食,5786993.92,130.9008104366,18685998.69,322.8964631433,-2132469.92,-36.8493547683,-10766534.85,-186.0471083751,2026-04-24,20260331
4463,000717,中南股份,218688895.7,-58.5010759937,109533985.4,50.086669947,-111110589.83,-50.8076047823,219003590.09,100.1439004889,2026-04-24,20260331
4464,000701,厦门信达,1119408765.15,78.5251663011,-2832448370.76,-253.0307479217,-701150226.74,-62.6357635002,4660657191.17,416.3498925744,2026-04-24,20260331
4466,000601,韶能股份,500016397.99,383.0476408717,41282891.68,8.2563075623,-31742902.42,-6.3483722829,491023054.19,98.2013902272,2026-04-24,20260331
4468,000554,泰山石油,53394004.45,-19.1983155875,70535403.8,132.1036032539,-9169717.29,-17.1736834209,-7971682.06,-14.929919833,2026-04-24,20260331
4469,000530,冰山冷热,-184963425.46,14.6720492821,-170967008.96,-92.4328734369,34462952.78,18.6323067354,-46873180.62,-25.3418644813,2026-04-24,20260331
4472,000151,中成股份,-115473892.25,-299.691860631,-92717735.75,-80.293245463,-35346614.78,-30.6100488095,12204925.36,10.5694240682,2026-04-24,20260331
4479,688636,智明达,-195532537.83,-642.3331228254,-47430564.42,-24.2571210635,-147217635.01,-75.2906072022,-884338.4,-0.4522717343,2026-04-23,20260331
4480,688620,安凯微,-63486471.22,-129.4903951395,-63848100.85,-100.5696168381,-70661303.83,-111.3013567649,69705080.03,109.7951716177,2026-04-23,20260331
4485,688389,普门科技,-130337561.68,-85.3831205164,24166046.21,18.5411219134,109572814.23,84.0684855675,-248000000.0,-190.2751569105,2026-04-23,20260331
4486,688381,帝奥微,38489723.78,34.0497103657,-34863845.07,-90.5796187816,76029787.01,197.5326906594,-2099230.5,-5.4540025073,2026-04-23,20260331
4491,688255,凯尔达,-24387642.0,-277.2914758202,3752542.99,15.3870677206,-27402008.94,-112.3602230179,,,2026-04-23,20260331
4495,688089,嘉必优,-51376144.88,-193.7132863045,-12726052.44,-24.7703529911,-157830402.6,-307.2056164756,120545955.43,234.6341005374,2026-04-23,20260331
4500,688046,药康生物,-71434154.77,79.9505294079,-4089913.74,-5.7254316974,-29740527.33,-41.6334839066,-33246549.44,-46.5415312144,2026-04-23,20260331
4505,605086,龙高股份,14346959.59,-42.4876734947,13874236.89,96.705067042,472722.7,3.294932958,,,2026-04-23,20260331
4507,603938,三孚股份,-38503748.82,-469.5434251983,7563751.22,19.6441942715,-46615943.43,-121.0685838616,2914255.75,7.5687584698,2026-04-23,20260331
4508,603901,永创智能,236540290.26,702.7975123916,44629633.01,18.8676664601,-47503922.46,-20.082803825,240778069.86,101.7915677686,2026-04-23,20260331
4510,603878,武进不锈,-235916438.46,23.5652282201,2457965.89,1.0418798732,-192286291.75,-81.5061014846,-46088112.6,-19.5357783887,2026-04-23,20260331
4517,603626,科森科技,-338354628.15,-2336.6990920085,-72328262.26,-21.3764660633,-104629300.46,-30.9229700897,-154145154.74,-45.5572768674,2026-04-23,20260331
4519,603601,再升科技,13739776.21,-36.7783685213,34579175.74,251.6720448098,-19291419.51,-140.4056311773,-857340.0,-6.2398396225,2026-04-23,20260331
4520,603590,康辰药业,24789126.81,11.8949998275,20596964.46,83.0887050515,38872176.8,156.8114000059,-34595110.44,-139.5576000121,2026-04-23,20260331
4522,603585,苏利股份,18685219.62,119.0514919971,84860173.36,454.1566815151,-46575583.14,-249.2643066938,-16194814.05,-86.6717886081,2026-04-23,20260331
4528,603390,通达电气,-245201568.74,-468.6947499944,-21077397.45,-8.5959472275,-183691916.43,-74.9146579175,-40351427.57,-16.4564312444,2026-04-23,20260331
4530,603330,天洋新材,-42217774.98,46.1140728603,45631303.61,108.0855247147,25562506.49,60.5491561365,-113182145.57,-268.0912142424,2026-04-23,20260331
4535,603275,众辰科技,-53168212.69,54.6051638837,4940168.71,9.2915831849,-61493195.15,-115.6578189087,3384813.75,6.3662357238,2026-04-23,20260331
4544,603112,华翔股份,-74223568.42,-422.6131324869,-40467468.49,-54.5210495149,-75470315.69,-101.6797188501,46953281.83,63.259262293,2026-04-23,20260331
4566,600742,富维股份,-1228068448.61,-1455.4563343815,540038699.38,43.9746416408,-1626421564.74,-132.4373707818,-141599140.84,-11.5302319671,2026-04-23,20260331
4569,600661,昂立教育,-283903794.36,-54.4589086879,-79872523.31,-28.1336582662,-174672892.44,-61.5253814532,-29358378.61,-10.3409602806,2026-04-23,20260331
4571,600594,益佰制药,42764416.86,166.8896851579,45178063.37,105.6440533678,-6777828.54,-15.8492247473,4372038.7,10.2235433592,2026-04-23,20260331
4577,600419,天润乳业,18561785.42,109.2071343083,379863.39,2.0464808821,-50023570.59,-269.4976235212,68205492.62,367.4511426391,2026-04-23,20260331
4594,600106,重庆路桥,326552775.45,632.0425445765,36284026.59,11.1112289706,299120128.86,91.5993221763,-8851380.0,-2.7105511468,2026-04-23,20260331
4601,301596,瑞迪智驱,150471565.05,2904.2172575501,1792463.32,1.1912305952,149593463.15,99.416433331,-269342.23,-0.1789987563,2026-04-23,20260331
4602,301595,太力科技,-39195672.59,42.2036811336,-30059493.07,-76.6908464218,-20558495.9,-52.4509328238,13326950.37,34.001075857,2026-04-23,20260331
4604,301520,万邦医药,-92300980.76,-235.9998990686,-4371875.5,-4.7365428449,-87929105.26,-95.2634571551,0.0,0.0,2026-04-23,20260331
4607,301488,豪恩汽电,95492125.08,406.2171311092,115156095.13,120.5922425891,-91523773.63,-95.8443154902,72601409.64,76.0286877888,2026-04-23,20260331
4609,301360,荣旗科技,-604061475.54,-35.0875612712,-64800103.09,-10.7274020466,-591719182.01,-97.956781879,54370814.87,9.0008744261,2026-04-23,20260331
4611,301315,威士顿,53977246.28,118.1588786627,-27269324.93,-50.5200372552,95611046.55,177.1321309243,-14043506.75,-26.017456832,2026-04-23,20260331
4613,301302,华如科技,-504222078.19,34.7785737381,-82919171.25,-16.4449703487,-415428903.88,-82.3900661731,-5874003.06,-1.1649634782,2026-04-23,20260331
4615,301292,海科新源,93091383.08,140.6361879759,-28724648.24,-30.8563986157,-151020989.96,-162.2287530417,275127614.45,295.5457372607,2026-04-23,20260331
4616,301279,金道科技,8211918.36,-60.904617827,-32977881.16,-401.5855944286,51384537.34,625.7312248779,-9248776.49,-112.6262595967,2026-04-23,20260331
4618,301258,富士莱,70967298.31,-8.7254038756,-53996743.69,-76.0867962792,129014043.82,181.7936526996,-194240.84,-0.2737047128,2026-04-23,20260331
4621,301229,纽泰格,-78538120.17,-74.5862043422,15884916.38,20.2257405011,-72924147.57,-92.8519137104,-20732634.72,-26.3981804952,2026-04-23,20260331
4624,301211,亨迪药业,-22375535.01,53.7790141252,-2462814.0,-11.0067267616,-19186893.06,-85.7494270033,,,2026-04-23,20260331
4626,301188,力诺药包,-80477617.73,-143.7487789949,-13890752.07,-17.2603917236,-68129916.9,-84.6569752208,2566596.49,3.1892053498,2026-04-23,20260331
4627,301173,毓恬冠佳,24024110.35,-88.9138667554,112507656.06,468.3114355575,-85429777.43,-355.6001707676,-3053768.28,-12.7112647899,2026-04-23,20260331
4629,301138,华研精机,-50623110.07,-130.5311914955,24141509.48,47.6887126188,-9350421.94,-18.4706588099,-62070234.0,-122.6124469914,2026-04-23,20260331
4630,301137,哈焊华通,-243785174.83,-14.5903547798,-85838271.71,-35.2106200756,-174071089.38,-71.4034762374,16314287.92,6.6920754846,2026-04-23,20260331
4631,301129,瑞纳智能,-170646420.3,-21.803185532,-60690502.46,-35.5650604058,-109145142.49,-63.9598195486,-810775.35,-0.4751200456,2026-04-23,20260331
4636,301069,凯盛新材,147368325.32,331.4777932885,-3302964.34,-2.2412986867,149664992.11,101.558453477,1486954.55,1.0090055287,2026-04-23,20260331
4637,301052,果麦文化,-31174949.13,57.183096653,-69937491.36,-224.3387505409,40935203.28,131.3080034527,-2164868.06,-6.9442553089,2026-04-23,20260331
4638,301036,双乐股份,421239897.31,742.4003816847,-100682507.47,-23.9014652014,-272300599.58,-64.6426421901,794387000.0,188.5830390409,2026-04-23,20260331
4639,301032,新柴股份,-339746396.59,-476.7838985298,-48530952.33,-14.2844641818,-267767078.97,-78.8138098469,-23448365.29,-6.9017259713,2026-04-23,20260331
4640,301008,宏昌科技,-129410439.91,-395.6212235678,-146039257.47,-112.8496723847,4789302.92,3.7008628696,11839514.64,9.1488095151,2026-04-23,20260331
4643,300956,英力股份,-56649746.32,-5049.50458817,135358209.33,238.938773998,-87907701.9,-155.1775737943,-101928441.62,-179.9274458251,2026-04-23,20260331
4644,300951,博硕科技,-168869228.12,-285.1109307283,18918724.28,11.2031804081,-178219677.88,-105.5370951026,-5535975.46,-3.2782618371,2026-04-23,20260331
4645,300938,信测标准,21998005.25,-53.5252280351,26308401.55,119.5944870956,3547529.82,16.1265977514,-7716729.02,-35.079221649,2026-04-23,20260331
4646,300936,中英科技,-18957019.83,92.0334891803,-27824580.8,-146.77718887,9533880.13,50.2920829091,-12679.83,-0.066887254,2026-04-23,20260331
4651,300895,铜牛信息,331453.58,103.1514401199,2082812.44,628.3873717701,-822481.6,-248.143827561,-859278.12,-259.2453881476,2026-04-23,20260331
4653,300873,海晨股份,-60871326.19,-337.831045554,103961516.18,170.7889784683,-111692293.8,-183.4891742811,-41274252.61,-67.8057390785,2026-04-23,20260331
4656,300852,四会富仕,-243414800.81,-659.0519861853,-20922870.44,-8.5955621311,-208132484.03,-85.5052705659,-3535688.0,-1.4525361598,2026-04-23,20260331
4657,300847,中船汉光,-4881985.31,-151.0170023931,7482210.55,153.2616358897,-11105644.44,-227.4821355413,-459552.51,-9.4132300861,2026-04-23,20260331
4659,300824,北鼎股份,-38125053.11,-148.6452863694,-331178.75,-0.8686643637,-14413506.63,-37.8058663641,-20664761.35,-54.2025772145,2026-04-23,20260331
4665,300752,隆利科技,62212607.53,182.9619162113,87519683.72,140.6783724309,-53521910.66,-86.0306500321,29940644.25,48.1263291135,2026-04-23,20260331
4667,300733,西菱动力,-21445788.97,-140.9549900522,-7646363.79,-35.6543832484,-58021191.73,-270.5481799302,44294410.76,206.541297324,2026-04-23,20260331
4669,300697,电工合金,199056549.04,311.7772410383,10091792.59,5.0698118895,-6548287.63,-3.2896619888,196249555.02,98.5898509577,2026-04-23,20260331
4670,300691,联合光电,102578170.2,-39.3991068117,17738560.33,17.2927244612,27740440.76,27.0432205077,58523257.25,57.0523505497,2026-04-23,20260331
4671,300673,佩蒂股份,-119388698.45,-49.8667041516,-53328333.0,-44.6678234141,-53287649.5,-44.6337469055,-12239707.45,-10.2519816439,2026-04-23,20260331
